                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.2717,                0.68454,                 1.0895,                0.91452,                0.75698,                 0.8294,                0.39516,                 1.7992,                0.71731,                  1.404,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.2575,                0.68381,                  1.085,                0.92523,                0.75184,                0.83015,                0.36071,                 1.9004,                0.73601,                 1.4598,               0.000515,               0.000515,               0.000515
                    152,                 1.2741,                0.69357,                 1.0868,                0.92727,                0.76847,                0.82739,                0.38841,                 1.8067,                0.70496,                 1.4059,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.2514,                0.68415,                 1.0897,                0.92823,                 0.7619,                 0.8206,                0.39492,                 1.7921,                 0.7088,                 1.3987,              0.0004952,              0.0004952,              0.0004952
                    154,                 1.2452,                0.67875,                 1.0742,                0.92894,                0.77281,                0.82847,                0.39071,                 1.7806,                0.70695,                 1.3983,              0.0004853,              0.0004853,              0.0004853
                    155,                 1.2253,                0.67052,                 1.0674,                0.91978,                0.75862,                0.81293,                0.34457,                 1.9591,                0.74906,                 1.5029,              0.0004754,              0.0004754,              0.0004754
                    156,                 1.2469,                0.67517,                 1.0724,                0.91348,                 0.7619,                0.81824,                0.35583,                 1.9129,                0.73804,                 1.4742,              0.0004655,              0.0004655,              0.0004655
                    157,                 1.2163,                0.67611,                  1.069,                0.93322,                0.75728,                0.81982,                0.38251,                  1.853,                0.72156,                 1.4316,              0.0004556,              0.0004556,              0.0004556
                    158,                  1.227,                0.67196,                 1.0783,                0.92364,                 0.7548,                0.81527,                0.36151,                 1.9247,                0.74055,                 1.4825,              0.0004457,              0.0004457,              0.0004457
                    159,                 1.2251,                0.67315,                 1.0741,                0.92145,                0.75041,                0.81602,                0.36051,                 1.9339,                0.75035,                 1.4734,              0.0004358,              0.0004358,              0.0004358
                    160,                 1.2252,                0.66319,                 1.0653,                0.93705,                0.75369,                0.81931,                 0.3595,                 1.9033,                 0.7278,                 1.4758,              0.0004259,              0.0004259,              0.0004259
                    161,                 1.2271,                0.66241,                  1.072,                0.92398,                0.74713,                0.81661,                0.34112,                 1.9819,                0.74852,                 1.5185,               0.000416,               0.000416,               0.000416
                    162,                 1.2293,                0.67126,                 1.0695,                0.93639,                0.75205,                0.82813,                0.36742,                 1.8751,                0.72053,                  1.451,              0.0004061,              0.0004061,              0.0004061
                    163,                  1.249,                0.68675,                  1.083,                0.93036,                0.74591,                0.82039,                 0.3531,                 1.9377,                0.73025,                 1.4921,              0.0003962,              0.0003962,              0.0003962
                    164,                 1.2215,                0.66353,                 1.0786,                0.91869,                0.77504,                0.83036,                0.36562,                 1.8945,                0.72059,                 1.4626,              0.0003863,              0.0003863,              0.0003863
                    165,                 1.2079,                0.64982,                 1.0659,                0.93592,                0.76742,                0.83348,                 0.3857,                 1.8188,                0.71542,                 1.4126,              0.0003764,              0.0003764,              0.0003764
                    166,                 1.2077,                0.66318,                 1.0677,                0.92954,                0.75534,                0.82493,                0.36591,                 1.8935,                0.72695,                 1.4548,              0.0003665,              0.0003665,              0.0003665
                    167,                 1.2026,                0.66905,                 1.0662,                0.93504,                0.75639,                0.82364,                0.37815,                 1.8309,                0.72081,                 1.4231,              0.0003566,              0.0003566,              0.0003566
                    168,                 1.2088,                0.66456,                 1.0622,                0.94293,                0.75965,                0.82753,                 0.3696,                 1.8665,                0.72946,                 1.4487,              0.0003467,              0.0003467,              0.0003467
                    169,                 1.2185,                 0.6633,                 1.0689,                0.93577,                0.76552,                0.82849,                0.36421,                 1.9005,                0.73043,                 1.4727,              0.0003368,              0.0003368,              0.0003368
                    170,                 1.2004,                0.64793,                 1.0541,                0.93581,                  0.766,                0.83054,                0.39152,                 1.7812,                 0.6975,                 1.3938,              0.0003269,              0.0003269,              0.0003269
                    171,                 1.1946,                0.65921,                 1.0612,                0.92705,                0.77011,                 0.8392,                0.38339,                 1.8331,                0.71096,                 1.4204,               0.000317,               0.000317,               0.000317
                    172,                 1.2026,                0.66239,                 1.0549,                0.93239,                0.76683,                0.83482,                0.39301,                 1.8017,                0.70151,                 1.4106,              0.0003071,              0.0003071,              0.0003071
                    173,                 1.1936,                0.65511,                 1.0646,                 0.9306,                0.76683,                 0.8379,                0.38643,                  1.821,                0.71105,                 1.4183,              0.0002972,              0.0002972,              0.0002972
                    174,                 1.1803,                 0.6459,                 1.0635,                0.92316,                0.76519,                0.83676,                0.37843,                 1.8635,                 0.7103,                  1.443,              0.0002873,              0.0002873,              0.0002873
                    175,                 1.1978,                0.66378,                 1.0554,                0.92893,                0.77267,                0.83826,                0.39418,                 1.7975,                0.68846,                  1.405,              0.0002774,              0.0002774,              0.0002774
                    176,                  1.185,                0.66804,                 1.0592,                0.91463,                0.76847,                0.83195,                0.39458,                  1.797,                0.69434,                  1.407,              0.0002675,              0.0002675,              0.0002675
                    177,                 1.1842,                0.64607,                 1.0554,                0.93076,                0.76355,                0.83254,                 0.3696,                 1.8974,                 0.7198,                 1.4675,              0.0002576,              0.0002576,              0.0002576
                    178,                 1.1917,                0.66021,                 1.0525,                0.92345,                0.77252,                0.83125,                 0.3817,                   1.84,                0.70768,                 1.4362,              0.0002477,              0.0002477,              0.0002477
                    179,                 1.1682,                0.64456,                 1.0477,                0.93205,                0.76581,                0.83262,                0.38313,                 1.8442,                0.70539,                 1.4324,              0.0002378,              0.0002378,              0.0002378
                    180,                 1.1875,                0.68462,                   1.06,                0.93809,                0.77011,                  0.841,                0.38789,                 1.8274,                0.69438,                 1.4196,              0.0002279,              0.0002279,              0.0002279
                    181,                 1.1936,                 0.6558,                 1.0634,                0.92909,                0.75298,                0.83045,                 0.3719,                 1.8881,                0.71274,                 1.4609,               0.000218,               0.000218,               0.000218
                    182,                 1.1877,                0.65353,                 1.0653,                0.94104,                0.76001,                0.83672,                0.37543,                 1.8847,                0.71097,                 1.4511,              0.0002081,              0.0002081,              0.0002081
                    183,                 1.1956,                0.65381,                 1.0642,                0.93991,                0.77058,                0.83872,                0.39495,                 1.7847,                0.69442,                 1.4003,              0.0001982,              0.0001982,              0.0001982
                    184,                 1.1754,                0.64673,                  1.058,                0.94455,                0.76683,                0.83788,                   0.39,                 1.8174,                  0.694,                 1.4151,              0.0001883,              0.0001883,              0.0001883
                    185,                 1.1476,                0.63318,                 1.0436,                0.93931,                0.76242,                0.83573,                0.38383,                 1.8404,                0.70025,                 1.4343,              0.0001784,              0.0001784,              0.0001784
                    186,                 1.1741,                0.63599,                 1.0543,                0.93751,                0.76519,                0.84195,                0.39659,                  1.797,                 0.6901,                 1.4059,              0.0001685,              0.0001685,              0.0001685
                    187,                 1.1856,                0.64473,                 1.0476,                0.92531,                0.76683,                0.84067,                0.38821,                 1.8383,                  0.694,                 1.4342,              0.0001586,              0.0001586,              0.0001586
                    188,                 1.1521,                0.63977,                 1.0533,                0.92692,                0.76355,                0.83466,                0.38119,                 1.8543,                0.70063,                  1.445,              0.0001487,              0.0001487,              0.0001487
                    189,                 1.1643,                0.63523,                 1.0418,                0.93016,                0.76683,                0.83366,                0.37555,                 1.8727,                0.70058,                 1.4561,              0.0001388,              0.0001388,              0.0001388
                    190,                 1.1592,                0.63599,                 1.0427,                0.93244,                0.77058,                0.83794,                0.38289,                 1.8362,                0.69603,                 1.4319,              0.0001289,              0.0001289,              0.0001289
                    191,                 1.1274,                0.61056,                 1.0766,                0.93929,                0.76217,                0.83868,                0.42852,                 1.6694,                0.66476,                 1.3434,               0.000119,               0.000119,               0.000119
                    192,                 1.0432,                0.56223,                 1.0429,                0.94701,                0.76295,                0.84225,                0.44226,                 1.6257,                 0.6543,                 1.3183,              0.0001091,              0.0001091,              0.0001091
                    193,                 1.0638,                 0.5746,                  1.046,                0.94765,                0.77284,                0.84645,                0.43647,                  1.653,                0.65977,                 1.3271,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 1.0638,                0.57819,                 1.0491,                0.95925,                0.77312,                0.84749,                0.44237,                   1.64,                0.65619,                 1.3175,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                 1.0508,                0.56808,                 1.0459,                0.95723,                0.77169,                0.84972,                0.44269,                 1.6598,                0.65533,                  1.324,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 1.0583,                0.56325,                 1.0455,                0.95122,                0.76845,                0.84987,                 0.4581,                 1.5984,                0.64352,                 1.2943,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                 1.0566,                0.56652,                 1.0555,                0.94549,                0.76902,                0.85267,                0.45749,                 1.5925,                0.64264,                 1.2901,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                  1.042,                 0.5664,                 1.0414,                0.94988,                0.77011,                0.85238,                0.46538,                  1.564,                0.63616,                 1.2745,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                 1.0534,                 0.5763,                 1.0505,                0.94657,                0.77176,                0.84801,                0.45524,                 1.6001,                0.64143,                 1.2897,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                 1.0285,                0.55338,                 1.0317,                0.94994,                0.77504,                0.85452,                0.46305,                   1.58,                0.63832,                 1.2792,               2.99e-05,               2.99e-05,               2.99e-05
